-40.31161,-20.29473,0
          -40.31166,-20.29476,0
          -40.31214,-20.29489,0
          -40.31238,-20.29496,0
          -40.31255,-20.29501,0
          -40.31285,-20.29508,0
          -40.313,-20.29511,0
          -40.31309,-20.29515,0
          -40.31322,-20.29521,0
          -40.31349,-20.29535,0
          -40.31351,-20.29537,0
          -40.31424,-20.29581,0
          -40.31436,-20.29588,0
          -40.31471,-20.29611,0
          -40.31509,-20.29631,0
          -40.31537,-20.29649,0
          -40.31568,-20.29664,0
          -40.31553,-20.29715,0
          -40.31538,-20.29767,0
          -40.31535,-20.29785,0
          -40.31534,-20.29793,0
          -40.31534,-20.29798,0
          -40.31534,-20.29799,0
          -40.31534,-20.29818,0
          -40.31534,-20.29836,0
          -40.31534,-20.29837,0
          -40.31533,-20.29837,0
          -40.31533,-20.2984,0
          -40.31531,-20.29844,0
          -40.3153,-20.29847,0
          -40.31526,-20.29849,0
          -40.31521,-20.29855,0
          -40.31515,-20.29861,0
          -40.31508,-20.29866,0
          -40.31501,-20.29872,0
          -40.31496,-20.2988,0
          -40.31493,-20.29886,0
          -40.3149,-20.2989,0
          -40.31489,-20.29893,0
          -40.31487,-20.29895,0
          -40.31487,-20.29898,0
          -40.31487,-20.299,0
          -40.31488,-20.29904,0
          -40.31489,-20.29907,0
          -40.31491,-20.2991,0
          -40.31492,-20.29912,0
          -40.31498,-20.29918,0
          -40.31501,-20.29921,0
          -40.31505,-20.29923,0
          -40.31511,-20.29926,0
          -40.31522,-20.2993,0
          -40.31534,-20.29937,0
          -40.31544,-20.29942,0
          -40.31553,-20.2995,0
          -40.31558,-20.29953,0
          -40.31561,-20.29956,0
          -40.31563,-20.29959,0
          -40.31564,-20.29961,0
          -40.31565,-20.29963,0
          -40.31566,-20.29969,0
          -40.31566,-20.2997,0
          -40.31566,-20.29975,0
          -40.31565,-20.29979,0
          -40.31564,-20.29981,0
          -40.31563,-20.29984,0
          -40.31557,-20.29982,0
          -40.31543,-20.29975,0
          -40.3152,-20.29967,0
          -40.31515,-20.29965,0
          -40.3151,-20.29963,0
