-40.33905,-20.33316,0
          -40.3389,-20.33311,0
          -40.33879,-20.3331,0
          -40.33856,-20.33306,0
          -40.33845,-20.33285,0
          -40.33845,-20.33284,0
          -40.33818,-20.3323,0
          -40.33826,-20.3323,0
          -40.33837,-20.33235,0
          -40.33847,-20.33238,0
          -40.33851,-20.3324,0
          -40.33859,-20.3324,0
          -40.33903,-20.33234,0
          -40.33908,-20.33229,0
          -40.33802,-20.33159,0
          -40.33713,-20.33112,0
          -40.3372,-20.33097,0
          -40.33786,-20.32976,0
          -40.33803,-20.32935,0
          -40.33805,-20.32927,0
          -40.33806,-20.32925,0
          -40.3381,-20.32887,0
          -40.33809,-20.3287,0
          -40.33805,-20.32852,0
          -40.33803,-20.32852,0
          -40.33803,-20.32851,0
          -40.33801,-20.32851,0
          -40.33801,-20.3285,0
          -40.338,-20.3285,0
          -40.338,-20.32844,0
          -40.33801,-20.32844,0
          -40.33801,-20.32843,0
          -40.33802,-20.32843,0
          -40.33803,-20.32842,0
          -40.33807,-20.32842,0
          -40.33807,-20.32843,0
          -40.33808,-20.32843,0
          -40.33808,-20.32844,0
          -40.33809,-20.32844,0
          -40.33809,-20.32845,0
          -40.3381,-20.32845,0
          -40.3381,-20.32848,0
          -40.33837,-20.32828,0
          -40.33857,-20.32806,0
          -40.33926,-20.32701,0
          -40.33953,-20.32665,0
          -40.3399,-20.32627,0
          -40.34,-20.32619,0
          -40.34029,-20.326,0
          -40.34039,-20.32595,0
          -40.34048,-20.32592,0
          -40.34049,-20.32591,0
          -40.34073,-20.32585,0
          -40.34097,-20.32581,0
          -40.34276,-20.32588,0
          -40.34305,-20.32593,0
          -40.34344,-20.32605,0
          -40.34366,-20.32616,0
          -40.34382,-20.32627,0
          -40.34609,-20.32824,0
          -40.34631,-20.32836,0
          -40.34684,-20.3286,0
          -40.34752,-20.32886,0
          -40.34755,-20.32886,0
          -40.34789,-20.32896,0
          -40.34832,-20.32902,0
          -40.34935,-20.32906,0
          -40.34955,-20.32904,0
          -40.35181,-20.32896,0
          -40.35204,-20.32894,0
          -40.35246,-20.32883,0
          -40.35304,-20.32865,0
          -40.35266,-20.328,0
          -40.35232,-20.32758,0
          -40.35215,-20.32729,0
          -40.35203,-20.3269,0
          -40.35204,-20.32686,0
          -40.35069,-20.32445,0
          -40.35041,-20.32391,0
          -40.35035,-20.32373,0
          -40.35032,-20.32368,0
          -40.35029,-20.32359,0
          -40.35029,-20.3235,0
          -40.35041,-20.32311,0
          -40.35044,-20.32306,0
